text,label,scam_type
"Dear Customer,

Your recent order is currently held at our Delhi facility due to an outstanding customs duty of $9,999. Please settle this amount at your earliest convenience to release your shipment.

linkedin-jobs-apply.co

DHL Logistics",1,delivery_scam
"Dear Candidate,

We are pleased to inform you that you have been selected for the position of Customer Support Associate at our Bangalore branch. To proceed with your appointment, a refundable security deposit of $150 is required.

Regards,
Hiring Team",1,job_scam
"Sarah, here are the notes from today's class. Let me know if you have questions.",0,safe
"Free $9,999 recharge for the first 100 users! Click hdfcbank-kyc-update.net and share with 10 friends to claim.",1,other
UPS delivery update: Your package is out for delivery and will arrive today between 2-6 PM.,0,safe
Blue Dart Delivery: We attempted delivery but failed. Reschedule and confirm your address at bit.ly/verify-now within by tomorrow or the parcel will be returned.,1,delivery_scam
"Hey Rahul, don't forget we have the team meeting at 10am tomorrow. Bring your laptop, it's kind of urgent we finalize the slides.",0,safe
"Congratulations! Your number has won Rs 25,000 in the international lottery. Send your bank details to instagram-verify-account.live to claim your prize before the offer closes.",1,lottery_scam
Welcome to the team! Your first day orientation for the Part-Time Content Reviewer role starts Monday at 9 AM in the New York office.,0,safe
"Dear Candidate,

We are pleased to inform you that you have been selected for the position of Social Media Assistant at our Delhi branch. To proceed with your appointment, a refundable security deposit of Rs 1,00,000 is required.

Regards,
Hiring Team",1,job_scam
"Your subscription payment of Rs 3,200 failed. Update your card details immediately at paytm-cashback-offer.xyz to avoid service interruption.",1,other
Your mailbox has reached its storage limit and new messages may not be delivered. Free up space or upgrade your plan here: paytm-cashback-offer.xyz,1,phishing
"Dear Customer,

Your recent order is currently held at our New York facility due to an outstanding customs duty of $9,999. Please settle this amount at your earliest convenience to release your shipment.

paytm-cashback-offer.xyz

Flipkart Logistics",1,delivery_scam
"Your subscription payment of Rs 49,999 failed. Update your card details immediately at http://acc0unt-verify.in to avoid service interruption.",1,other
Your mailbox has reached its storage limit and new messages may not be delivered. Free up space or upgrade your plan here: http://acc0unt-verify.in,1,phishing
"hey noticed some weird pop-ups mentioned in your last message, might be a virus, best to call the support number on your screen right away",1,tech_support_scam
"hey saw ur resume online, we're hiring for Part-Time Content Reviewer, pay is good, just need a small deposit to activate ur offer letter, interested?",1,job_scam
Congratulations! Your number has won $75 in the international lottery. Send your bank details to paytm-cashback-offer.xyz to claim your prize this week.,1,lottery_scam
"Hi Emma, thanks for your interest in the Social Media Assistant role. To finalize onboarding, please send a one-time kit/training fee of $150 to the link below and we'll get you started. instagram-verify-account.live",1,job_scam
"John, following up on our call, the delivery for the Bangalore office supplies should reach by Friday as planned.",0,safe
"HR Team: Your application for Online Form Filling Agent has been approved. Send your bank details and a processing fee of $9,999 to activate your offer letter.",1,job_scam
"Notice: A pending cashback of Rs 9,999 is linked to your wallet. Complete the claim process by linking your UPI PIN here: myaccount-securehelp.top before within 24 hours.",1,upi_payment_scam
Welcome to the team! Your first day orientation for the Customer Support Associate role starts Monday at 9 AM in the Delhi office.,0,safe
"hii, ur number got picked in our by today 6 PM giveaway, u won $9,999, just fill this form to claim linkedin-jobs-apply.co",1,lottery_scam
Your Microsoft 365 password expires by today 6 PM. Click irs-refund-claim.info to keep the same password and avoid data loss.,1,phishing
"Your subscription payment of Rs 1,00,000 failed. Update your card details immediately at myaccount-securehelp.top to avoid service interruption.",1,other
"This is to inform you that a tax refund of Rs 1,00,000 has been processed in your favor. Kindly confirm your account details at instagram-verify-account.live to receive the amount.",1,govt_impersonation
Notice from IRS: You owe $150 in unpaid taxes. Failure to pay immediately will result in legal action. Pay now at hdfcbank-kyc-update.net,1,govt_impersonation
"Dear customer, your ICICI Bank account has been temporarily suspended due to unusual activity. Verify your identity before the offer closes at amaz0n-delivery-track.com to avoid permanent block.",1,banking_scam
"HR Team: Your application for Online Form Filling Agent has been approved. Send your bank details and a processing fee of Rs 9,999 to activate your offer letter.",1,job_scam
"Limited time offer: Get $500 cashback on your next purchase, just verify your card details at http://acc0unt-verify.in",1,other
Investment update: your quarterly mutual fund statement is now available to download from the Chase Bank portal.,0,safe
"Congratulations Priya! You are shortlisted for Part-Time Content Reviewer with $9,999/day. Register now by paying a refundable deposit at http://acc0unt-verify.in",1,job_scam
Welcome to the team! Your first day orientation for the Data Entry Executive role starts Monday at 9 AM in the Mumbai office.,0,safe
"We are pleased to introduce an exclusive investment opportunity offering consistent 30-40% monthly returns, backed by our proprietary trading algorithm. Minimum investment Rs 25,000. Learn more at hdfcbank-kyc-update.net.",1,investment_scam
"Emma, following up on our call, the delivery for the Pune office supplies should reach by Friday as planned.",0,safe
URGENT: Your Paytm/GPay account will be deactivated within 30 minutes. Verify by entering UPI PIN at paytm-cashback-offer.xyz,1,upi_payment_scam
We detected a login attempt to your Facebook account from an unrecognized device. Confirm your password at secure-update-bank.com immediately or lose access.,1,account_takeover
"hii, ur number got picked in our by today 6 PM giveaway, u won $75, just fill this form to claim secure-update-bank.com",1,lottery_scam
Your account has violated our community guidelines and will be suspended. Verify your identity and password within by tomorrow at secure-update-bank.com,1,account_takeover
"Limited time offer: Get Rs 25,000 cashback on your next purchase, just verify your card details at bit.ly/verify-now",1,other
PNB: Your account was credited with $75 on 12-Aug-2026. Available balance: $75. Thank you for banking with us.,0,safe
"Meera, I feel such a deep connection with you even though we've never met. I'm stuck at customs and need $150 to come see you, please help.",1,romance_scam
Your monthly statement for Chase Bank is now available in the mobile app under Statements.,0,safe
"Thanks for your payment of Rs 3,200. Your subscription has been renewed until next year.",0,safe
Amazon Delivery: We attempted delivery but failed. Reschedule and confirm your address at myaccount-securehelp.top within immediately or the parcel will be returned.,1,delivery_scam
"quick one - can you approve the $500 invoice on the portal when you get a sec, no rush",0,safe
Your monthly statement for Wells Fargo is now available in the mobile app under Statements.,0,safe
"Notice from IRS: You owe Rs 1,00,000 in unpaid taxes. Failure to pay by today 6 PM will result in legal action. Pay now at linkedin-jobs-apply.co",1,govt_impersonation
FedEx: Your package could not be delivered due to an incomplete address. Update your details and pay a redelivery fee at http://acc0unt-verify.in,1,delivery_scam
"Dear Valued Customer,

As part of our routine security review, we have identified irregular activity associated with your Chase Bank account. To ensure uninterrupted access to your banking services, we kindly request you to complete a short identity verification process within 24 hours.

Please proceed here: bit.ly/verify-now

Thank you for your cooperation.
Customer Care Team",1,banking_scam
"Work from home, earn $75 weekly! No experience needed. Message us on WhatsApp and pay a small registration fee to start.",1,job_scam
"Work from home, earn $9,999 weekly! No experience needed. Message us on WhatsApp and pay a small registration fee to start.",1,job_scam
"Dear customer, your SBI account has been temporarily suspended due to unusual activity. Verify your identity by tomorrow at hdfcbank-kyc-update.net to avoid permanent block.",1,banking_scam
Your subscription payment of $150 failed. Update your card details immediately at paytm-cashback-offer.xyz to avoid service interruption.,1,other
You've been selected as the lucky winner of the Flipkart anniversary lottery worth $150. Claim now at myaccount-securehelp.top,1,lottery_scam
Happy birthday Anjali! Hope you have an amazing day. Let's catch up this weekend.,0,safe
"My darling, I love you so much. I'm currently deployed overseas and need $9,999 for an emergency medical fee before I can be discharged.",1,romance_scam
